#,PLAYER,POS,AGE,TEAM,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
177,"Strome, Ryan","C, RW",27,NYR,Stnd,UFA,"$4,500,000",56,128,14,35,49,18:16,"$35,156","$321,428","$128,571","$91,836","$4,399"
178,"McCann, Jared","LW, C",24,PIT,Stnd,RFA,"$2,940,000",43,93,14,18,32,14:06,"$31,612","$210,000","$163,333","$91,875","$4,849"
179,"Lizotte, Blake",C,23,LAK,ELC,RFA,"$925,000",41,42,3,7,10,12:42,"$22,023","$308,333","$132,142","$92,500","$1,776"
180,"Dach, Kirby","C, RW",19,CHI,ELC,RFA,"$925,000",18,26,2,8,10,18:34,"$35,576","$462,500","$115,625","$92,500","$2,767"
181,"Vrána, Jakub",LW,24,DET,Stnd,RFA,"$3,350,000",50,100,19,17,36,15:00,"$33,500","$176,315","$197,058","$93,055","$4,466"
182,"Carrier, William",LW,26,VGK,Stnd,UFA,"$1,400,000",52,65,6,9,15,10:24,"$21,538","$233,333","$155,555","$93,333","$2,588"
183,"Dunn, Vince",LD/RD,24,STL,Stnd,RFA,"$1,875,000",43,73,6,14,20,19:14,"$25,684","$312,500","$133,928","$93,750","$2,267"
184,"Hunt, Dryden","LW, RW",25,ARI,Stnd,RFA,"$750,000",26,39,3,5,8,11:58,"$19,230","$250,000","$150,000","$93,750","$2,410"
185,"Pionk, Neal",RD,25,WPG,Stnd,RFA,"$3,000,000",54,100,3,29,32,21:58,"$30,000","$1,000,000","$103,448","$93,750","$2,529"
186,"Janmark, Mattias","LW, C",28,VGK,Stnd,UFA,"$2,250,000",56,95,11,13,24,17:05,"$23,684","$204,545","$173,076","$93,750","$2,351"
187,"Sanford, Zachary",LW,26,STL,Stnd,RFA,"$1,500,000",52,67,10,6,16,14:53,"$22,388","$150,000","$250,000","$93,750","$1,938"
188,"Bennett, Sam","LW, C, RW",24,FLA,Stnd,RFA,"$2,550,000",48,106,10,17,27,14:25,"$24,056","$255,000","$150,000","$94,444","$3,684"
189,"Donato, Ryan","LW, C",24,SJS,Stnd,RFA,"$1,900,000",50,104,6,14,20,12:36,"$18,269","$316,666","$135,714","$95,000","$3,015"
190,"Olofsson, Victor","LW, RW",25,BUF,Stnd,RFA,"$3,050,000",56,129,13,19,32,17:23,"$23,643","$234,615","$160,526","$95,312","$3,133"
191,"Toffoli, Tyler","RW, LW",28,MTL,Stnd,UFA,"$4,250,000",52,158,28,16,44,17:31,"$26,898","$151,785","$265,625","$96,590","$4,665"
192,"Mayfield, Scott",RD,28,NYI,Stnd,UFA,"$1,450,000",56,79,2,13,15,19:28,"$18,354","$725,000","$111,538","$96,666","$1,330"
193,"Huberdeau, Jonathan",LW,27,FLA,Stnd,UFA,"$5,900,000",55,122,20,41,61,18:24,"$48,360","$295,000","$143,902","$96,721","$5,830"
194,"Mikheyev, Ilya","LW, RW",26,TOR,Stnd,UFA,"$1,645,000",54,107,7,10,17,14:12,"$15,373","$235,000","$164,500","$96,764","$2,145"
195,"Smith, Craig","RW, C",31,BOS,Stnd,UFA,"$3,100,000",54,132,13,19,32,14:52,"$23,484","$238,461","$163,157","$96,875","$3,861"
196,"MacKinnon, Nathan","C, RW",25,COL,Stnd,UFA,"$6,300,000",48,206,20,45,65,20:21,"$30,582","$315,000","$140,000","$96,923","$6,449"
197,"Patrick, Nolan","C, RW",22,PHI,Stnd,RFA,"$874,125",52,49,4,5,9,13:16,"$17,839","$218,531","$174,825","$97,125","$1,267"
198,"Leivo, Josh","RW, LW",27,CGY,Stnd,UFA,"$875,000",38,50,6,3,9,10:44,"$17,500","$145,833","$291,666","$97,222","$2,145"
199,"Scheifele, Mark",C,27,WPG,Stnd,UFA,"$6,125,000",56,126,21,42,63,20:57,"$48,611","$291,666","$145,833","$97,222","$5,220"
200,"Kubalik, Dominik",LW,25,CHI,Stnd,RFA,"$3,700,000",56,156,17,21,38,15:31,"$23,717","$217,647","$176,190","$97,368","$4,258"
201,"Vatrano, Frank","RW, LW",26,FLA,Stnd,UFA,"$2,533,333",56,158,18,8,26,14:30,"$16,033","$140,740","$316,666","$97,435","$3,119"
202,"Bryson, Jacob",LD,23,BUF,ELC,RFA,"$889,166",38,24,1,8,9,19:02,"$37,048","$889,166","$111,145","$98,796","$1,229"
203,"Rieder, Tobias","RW, LW",27,BUF,Stnd,UFA,"$700,000",44,63,5,2,7,12:14,"$11,111","$140,000","$350,000","$99,999","$1,300"
204,"Thompson, Tage","RW, C",23,BUF,Stnd,RFA,"$1,400,000",38,96,8,6,14,13:52,"$14,583","$175,000","$233,333","$100,000","$2,656"
205,"Deslauriers, Nicolas","RW, LW",29,ANA,Stnd,UFA,"$1,000,000",49,65,5,5,10,11:19,"$15,384","$200,000","$200,000","$100,000","$1,803"
206,"Nieto, Matt","LW, RW",28,SJS,Stnd,UFA,"$700,000",28,45,5,2,7,13:59,"$15,555","$140,000","$350,000","$100,000","$1,787"
207,"Harpur, Ben",LD,25,NSH,Stnd,RFA,"$700,000",34,33,0,7,7,16:25,"$21,212",∞,"$100,000","$100,000","$1,254"
208,"Larsson, Johan","C, LW",28,ARI,Stnd,UFA,"$1,400,000",52,58,8,6,14,13:58,"$24,137","$175,000","$233,333","$100,000","$1,927"
209,"Blais, Samuel",RW,24,STL,Stnd,RFA,"$1,500,000",36,31,8,7,15,12:03,"$48,387","$187,500","$214,285","$100,000","$3,457"
210,"Gusev, Nikita","RW, LW",28,FLA,Stnd,UFA,"$1,000,000",31,72,4,6,10,14:20,"$13,888","$250,000","$166,666","$100,000","$2,250"
211,"Grigorenko, Mikhail","C, LW",26,CBJ,Stnd,UFA,"$1,200,000",32,36,4,8,12,13:45,"$33,333","$300,000","$150,000","$100,000","$2,727"
212,"Grant, Derek","C, RW",30,ANA,Stnd,UFA,"$1,500,000",46,66,6,9,15,14:33,"$22,727","$250,000","$166,666","$100,000","$2,241"
213,"Dickinson, Jason","C, LW",25,DAL,Stnd,RFA,"$1,500,000",51,66,7,8,15,16:11,"$22,727","$214,285","$187,500","$100,000","$1,817"
214,"Holl, Justin",RD,28,TOR,Stnd,UFA,"$2,000,000",55,57,2,18,20,21:03,"$35,087","$999,999","$111,111","$100,000","$1,727"
215,"Draisaitl, Leon","C, LW, RW",25,EDM,Stnd,UFA,"$8,500,000",56,168,31,53,84,22:11,"$50,595","$274,193","$160,377","$101,190","$6,842"
216,"Barkov, Aleksander",C,25,FLA,Stnd,UFA,"$5,900,000",50,176,26,32,58,20:56,"$33,522","$226,923","$184,375","$101,724","$5,636"
217,"Jeannot, Tanner",LW,23,NSH,ELC,RFA,"$713,333",15,23,5,2,7,12:07,"$31,014","$142,666","$356,666","$101,904","$3,924"
218,"Lundeström, Isac","C, LW",21,ANA,ELC,RFA,"$925,000",41,52,6,3,9,15:14,"$17,788","$154,166","$308,333","$102,777","$1,481"
219,"Kalynuk, Wyatt",LD,23,CHI,ELC,RFA,"$925,000",21,26,4,5,9,16:16,"$35,576","$231,250","$185,000","$102,777","$2,707"
220,"Brown, Connor","LW, RW",26,OTT,Stnd,UFA,"$3,600,000",56,123,21,14,35,18:14,"$29,268","$171,428","$257,142","$102,857","$3,525"
221,"Lindholm, Elias","RW, C",26,CGY,Stnd,UFA,"$4,850,000",54,125,19,28,47,19:57,"$38,800","$255,263","$173,214","$103,191","$4,501"
222,"Highmore, Matthew","LW, RW",24,VAN,Stnd,RFA,"$725,000",40,40,3,4,7,11:23,"$18,125","$241,666","$181,250","$103,571","$1,592"
223,"Engvall, Pierre","LW, C",24,TOR,Stnd,RFA,"$1,250,000",42,61,7,5,12,11:55,"$20,491","$178,571","$250,000","$104,166","$2,497"
224,"Fast, Jesper",RW,29,CAR,Stnd,UFA,"$2,000,000",46,38,6,13,19,15:17,"$52,631","$333,333","$153,846","$105,263","$2,844"
225,"Guentzel, Jake","LW, RW",26,PIT,Stnd,UFA,"$6,000,000",56,141,23,34,57,20:16,"$42,553","$260,869","$176,470","$105,263","$5,286"
226,"Couturier, Sean",C,28,PHI,Stnd,UFA,"$4,333,333",45,120,18,23,41,19:19,"$36,111","$240,740","$188,405","$105,691","$4,985"
227,"Lauzon, Jérémy",LD/RD,23,BOS,Stnd,RFA,"$850,000",41,48,1,7,8,18:42,"$17,708","$850,000","$121,428","$106,250","$1,108"
228,"Kapanen, Kasperi",RW,24,PIT,Stnd,RFA,"$3,200,000",40,68,11,19,30,15:31,"$47,058","$290,909","$168,421","$106,666","$5,155"
229,"Zibanejad, Mika",C,27,NYR,Stnd,UFA,"$5,350,000",56,171,24,26,50,20:06,"$31,286","$222,916","$205,769","$107,000","$4,753"
230,"Landeskog, Gabriel","LW, C",28,COL,Stnd,UFA,"$5,571,429",54,155,20,32,52,19:57,"$35,944","$278,571","$174,107","$107,142","$5,171"
231,"Foegele, Warren","LW, RW",24,CAR,Stnd,RFA,"$2,150,000",53,91,10,10,20,14:09,"$23,626","$215,000","$215,000","$107,500","$2,866"
232,"Gauthier, Julien",RW,23,NYR,ELC,RFA,"$863,333",30,38,2,6,8,9:38,"$22,719","$431,666","$143,888","$107,916","$2,987"
233,"Khaira, Jujhar","C, LW",26,EDM,Stnd,RFA,"$1,200,000",40,41,3,8,11,12:02,"$29,268","$400,000","$150,000","$109,090","$2,493"
234,"Svechnikov, Evgeny",LW,24,DET,Stnd,RFA,"$874,125",21,21,3,5,8,11:49,"$41,625","$291,375","$174,825","$109,265","$3,522"
235,"Wood, Miles",LW,25,NJD,Stnd,RFA,"$2,750,000",55,127,17,8,25,14:58,"$21,653","$161,764","$343,750","$110,000","$3,340"
236,"Trocheck, Vincent","C, RW",27,CAR,Stnd,UFA,"$4,750,000",47,123,17,26,43,18:13,"$38,617","$279,411","$182,692","$110,465","$5,547"
237,"Foligno, Marcus","LW, RW",29,MIN,Stnd,UFA,"$2,875,000",39,40,11,15,26,14:57,"$71,875","$261,363","$191,666","$110,576","$4,930"
238,"Ennis, Tyler","C, LW, RW",31,EDM,Stnd,UFA,"$1,000,000",30,38,3,6,9,12:07,"$26,315","$333,333","$166,666","$111,111","$2,751"
239,"Hoffman, Mike","RW, LW",31,STL,Stnd,UFA,"$4,000,000",52,113,17,19,36,15:03,"$35,398","$235,294","$210,526","$111,111","$5,111"
240,"Burakovsky, André","LW, RW",25,COL,Stnd,UFA,"$4,900,000",53,102,19,25,44,15:05,"$48,039","$257,894","$196,000","$111,363","$6,129"
241,"Luostarinen, Eetu",C,22,FLA,ELC,RFA,"$897,500",44,34,3,5,8,13:08,"$26,397","$299,166","$179,500","$112,187","$1,553"
242,"Chychrun, Jakob",LD,22,ARI,Stnd,UFA,"$4,600,000",56,176,18,23,41,23:23,"$26,136","$255,555","$200,000","$112,195","$3,512"
243,"Marchessault, Jonathan","LW, RW",30,VGK,Stnd,UFA,"$5,000,000",55,176,18,26,44,17:25,"$28,409","$277,777","$192,307","$113,636","$5,219"
244,"DeBrincat, Alex","LW, RW",23,CHI,Stnd,RFA,"$6,400,000",52,155,32,24,56,20:32,"$41,290","$200,000","$266,666","$114,285","$5,994"
245,"Pelech, Adam",LD,26,NYI,Stnd,RFA,"$1,600,000",56,82,4,10,14,21:02,"$19,512","$400,000","$160,000","$114,285","$1,358"
246,"Laughton, Scott","LW, C",26,PHI,Stnd,UFA,"$2,300,000",53,89,9,11,20,15:25,"$25,842","$255,555","$209,090","$115,000","$2,814"
247,"Palat, Ondrej","RW, LW",29,TBL,Stnd,UFA,"$5,300,000",55,111,15,31,46,17:27,"$47,747","$353,333","$170,967","$115,217","$5,522"
248,"Archibald, Josh","RW, LW",28,EDM,Stnd,UFA,"$1,500,000",52,62,7,6,13,13:32,"$24,193","$214,285","$250,000","$115,384","$2,131"
249,"Jokiharju, Henri",RD,21,BUF,ELC,RFA,"$925,000",46,50,3,5,8,18:22,"$18,500","$308,333","$185,000","$115,625","$1,094"
250,"Drysdale, Jamie",RD,18,ANA,ELC,RFA,"$925,000",24,28,3,5,8,19:34,"$33,035","$308,333","$185,000","$115,625","$1,969"
251,"Barabanov, Alexander","RW, LW",26,SJS,ELC,UFA,"$925,000",22,23,3,5,8,12:18,"$40,217","$308,333","$185,000","$115,625","$3,418"
252,"Carrick, Sam",C,28,ANA,Stnd,UFA,"$700,000",13,23,2,4,6,12:55,"$30,434","$350,000","$175,000","$116,666","$4,168"
253,"Nordström, Joakim","LW, RW",28,CGY,Stnd,UFA,"$700,000",42,43,1,5,6,11:23,"$16,279","$700,000","$140,000","$116,666","$1,464"
254,"Namestnikov, Vladislav","RW, LW, C",28,DET,Stnd,UFA,"$2,000,000",53,87,8,9,17,16:10,"$22,988","$250,000","$222,222","$117,647","$2,334"
255,"Crouse, Lawson",LW,23,ARI,Stnd,RFA,"$1,533,333",51,70,4,9,13,14:17,"$21,904","$383,333","$170,370","$117,948","$2,104"
256,"Klingberg, John",RD,28,DAL,Stnd,UFA,"$4,250,000",53,108,7,29,36,22:41,"$39,351","$607,142","$146,551","$118,055","$3,535"
257,"Nichushkin, Valeri","LW, RW",25,COL,Stnd,UFA,"$2,500,000",55,98,10,11,21,14:04,"$25,510","$249,999","$227,272","$119,047","$3,231"
258,"McDavid, Connor",C,23,EDM,Stnd,UFA,"$12,500,000",56,200,33,72,105,22:09,"$62,500","$378,787","$173,611","$119,047","$10,077"
259,"Coghlan, Dylan",RD,22,VGK,ELC,RFA,"$715,556",29,31,3,3,6,13:29,"$23,082","$238,518","$238,518","$119,259","$1,829"
260,"Miller, J.T.","LW, C",27,VAN,Stnd,UFA,"$5,250,000",51,101,14,30,44,20:59,"$51,980","$375,000","$175,000","$119,318","$4,905"
261,"Glendening, Luke","C, RW, LW",31,DET,Stnd,UFA,"$1,800,000",54,67,6,9,15,14:48,"$26,865","$300,000","$200,000","$120,000","$2,252"
262,"Sceviour, Colton",RW,31,PIT,Stnd,UFA,"$1,200,000",46,53,5,5,10,9:34,"$22,641","$240,000","$240,000","$120,000","$2,726"
263,"Kunin, Luke","RW, C",23,NSH,Stnd,RFA,"$2,300,000",38,71,10,9,19,13:59,"$32,394","$230,000","$255,555","$121,052","$4,328"
264,"Lowry, Adam",C,27,WPG,Stnd,UFA,"$2,916,667",52,80,10,14,24,15:31,"$36,458","$291,666","$208,333","$121,527","$3,614"
265,"Barbashev, Ivan","C, LW",25,STL,Stnd,RFA,"$1,475,000",38,43,5,7,12,13:21,"$34,302","$295,000","$210,714","$122,916","$2,907"
266,"Howden, Brett",C,22,NYR,ELC,RFA,"$863,333",42,33,1,6,7,12:33,"$26,161","$863,333","$143,888","$123,333","$1,637"
267,"Theodore, Shea",LD/RD,25,VGK,Stnd,UFA,"$5,200,000",53,161,8,34,42,22:32,"$32,298","$650,000","$152,941","$123,809","$4,354"
268,"Formenton, Alex",LW,21,OTT,ELC,RFA,"$747,500",20,27,4,2,6,11:59,"$27,685","$186,875","$373,750","$124,583","$3,118"
269,"Lafferty, Sam","C, LW",25,PIT,Stnd,UFA,"$750,000",34,33,0,6,6,9:46,"$22,727",∞,"$125,000","$125,000","$2,258"
270,"Martinez, Alec",LD,33,VGK,Stnd,UFA,"$4,000,000",53,85,9,23,32,22:33,"$47,058","$444,444","$173,913","$125,000","$3,346"
271,"Donskoi, Joonas",RW,28,COL,Stnd,UFA,"$3,900,000",51,86,17,14,31,14:32,"$45,348","$229,411","$278,571","$125,806","$5,261"
272,"Clague, Kale",LD,22,LAK,ELC,RFA,"$761,666",18,24,0,6,6,17:12,"$31,736",∞,"$126,944","$126,944","$2,460"
273,"Oesterle, Jordan",LD/RD,28,ARI,Stnd,UFA,"$1,400,000",43,38,1,10,11,17:54,"$36,842","$1,400,000","$140,000","$127,272","$1,818"
274,"Gregor, Noah","C, LW",22,SJS,ELC,RFA,"$768,333",30,60,5,1,6,11:43,"$12,805","$153,666","$768,333","$128,055","$2,185"
275,"Danault, Phillip",C,27,MTL,Stnd,UFA,"$3,083,333",53,73,5,19,24,16:52,"$42,237","$616,666","$162,280","$128,472","$3,449"
276,"Reinhart, Sam","C, RW",25,BUF,Stnd,RFA,"$5,200,000",54,130,25,15,40,19:32,"$40,000","$208,000","$346,666","$130,000","$4,929"
277,"Ehlers, Nikolaj","RW, LW",24,WPG,Stnd,UFA,"$6,000,000",47,148,21,25,46,16:55,"$40,540","$285,714","$240,000","$130,434","$7,546"
278,"Boeser, Brock",RW,23,VAN,Stnd,RFA,"$5,875,000",54,137,22,23,45,19:18,"$42,883","$267,045","$255,434","$130,555","$5,637"
279,"Hertl, Tomas","C, RW",27,SJS,Stnd,UFA,"$5,625,000",50,112,19,24,43,19:08,"$50,223","$296,052","$234,375","$130,813","$5,879"
280,"Petry, Jeff",RD,33,MTL,Stnd,UFA,"$5,500,000",55,128,12,30,42,22:44,"$42,968","$458,333","$183,333","$130,952","$4,398"
281,"Mitchell, Ian",RD,21,CHI,ELC,RFA,"$925,000",39,23,3,4,7,15:01,"$40,217","$308,333","$231,250","$132,142","$1,579"
282,"Boqvist, Jesper","C, LW, RW",22,NJD,ELC,RFA,"$925,000",28,34,4,3,7,11:09,"$27,205","$231,249","$308,333","$132,142","$2,962"
283,"Allison, Wade",RW,23,PHI,ELC,RFA,"$925,000",14,24,4,3,7,12:55,"$38,541","$231,249","$308,333","$132,142","$5,115"
284,"Pinto, Shane",C,20,OTT,ELC,RFA,"$925,000",12,11,1,6,7,12:31,"$84,090","$925,000","$154,166","$132,142","$6,158"
285,"Timmins, Conor",RD,22,COL,ELC,RFA,"$925,000",31,31,0,7,7,13:33,"$29,838",∞,"$132,142","$132,142","$2,202"
286,"Toews, Devon",LD,26,COL,Stnd,UFA,"$4,100,000",53,121,9,22,31,24:46:00,"$33,884","$455,555","$186,363","$132,258","$3,123"
287,"Oshie, T.J.","RW, C",34,WSH,Stnd,UFA,"$5,750,000",53,106,22,21,43,18:03,"$54,245","$261,363","$273,809","$133,720","$6,010"
288,"Chiasson, Alex",RW,30,EDM,Stnd,UFA,"$2,150,000",45,65,9,7,16,12:29,"$33,076","$238,888","$307,142","$134,375","$3,827"
289,"Killorn, Alex",LW,31,TBL,Stnd,UFA,"$4,450,000",56,121,15,18,33,17:54,"$36,776","$296,666","$247,222","$134,848","$4,439"
290,"Rakell, Rickard","RW, LW",27,ANA,Stnd,UFA,"$3,789,444",52,144,9,19,28,17:49,"$26,315","$421,049","$199,444","$135,337","$4,090"
291,"Motte, Tyler","LW, RW",25,VAN,Stnd,UFA,"$1,225,000",24,40,6,3,9,16:01,"$30,625","$204,166","$408,333","$136,111","$3,186"
292,"Martin, Matt","LW, RW",31,NYI,Stnd,UFA,"$1,500,000",54,68,6,5,11,11:04,"$22,058","$250,000","$300,000","$136,363","$2,510"
293,"Hamilton, Dougie",RD,27,CAR,Stnd,UFA,"$5,750,000",55,180,10,32,42,22:43,"$31,944","$575,000","$179,687","$136,904","$4,602"
294,"Pacioretty, Max",LW,32,VGK,Stnd,UFA,"$7,000,000",48,174,24,27,51,17:56,"$40,229","$291,666","$259,259","$137,254","$8,131"
295,"Pavelski, Joe","RW, C",36,DAL,Stnd,UFA,"$7,000,000",56,139,25,26,51,19:01,"$50,359","$280,000","$269,230","$137,254","$6,573"
296,"Pastrnak, David",RW,24,BOS,Stnd,UFA,"$6,666,667",48,176,20,28,48,18:36,"$37,878","$333,333","$238,095","$138,888","$7,467"
297,"Granlund, Mikael","C, RW",28,NSH,Stnd,UFA,"$3,750,000",51,74,13,14,27,19:27,"$50,675","$288,461","$267,857","$138,888","$3,780"
298,"O'Reilly, Ryan",C,29,STL,Stnd,UFA,"$7,500,000",56,129,24,30,54,20:44,"$58,139","$312,500","$250,000","$138,888","$6,459"
299,"Greene, Andy",LD/RD,38,NYI,35+,UFA,"$700,000",55,50,1,4,5,17:34,"$14,000","$700,000","$175,000","$140,000",$724
300,"Ritchie, Brett",RW,27,CGY,Stnd,UFA,"$700,000",30,33,3,2,5,11:27,"$21,212","$233,333","$350,000","$140,000","$2,037"
301,"Rantanen, Mikko",RW,24,COL,Stnd,UFA,"$9,250,000",52,177,30,36,66,19:55,"$52,259","$308,333","$256,944","$140,151","$8,931"
302,"Crosby, Sidney",C,33,PIT,Stnd,UFA,"$8,700,000",55,159,24,38,62,20:23,"$54,716","$362,500","$228,947","$140,322","$7,760"
303,"Point, Brayden","C, RW",24,TBL,Stnd,RFA,"$6,750,000",56,131,23,25,48,18:26,"$51,526","$293,478","$270,000","$140,625","$6,539"
304,"Kadri, Nazem",C,30,COL,Stnd,UFA,"$4,500,000",56,170,11,21,32,16:28,"$26,470","$409,090","$214,285","$140,625","$4,879"
305,"Lemieux, Brendan","LW, RW",24,LAK,Stnd,RFA,"$1,550,000",49,50,4,7,11,10:07,"$31,000","$387,500","$221,428","$140,909","$3,126"
306,"Wagner, Austin","RW, LW",23,LAK,Stnd,RFA,"$1,133,333",44,67,4,4,8,10:30,"$16,915","$283,333","$283,333","$141,666","$2,453"
307,"Kuraly, Sean","C, LW",27,BOS,Stnd,UFA,"$1,275,000",47,88,4,5,9,14:04,"$14,488","$318,750","$255,000","$141,666","$1,928"
308,"Clifton, Connor",LD/RD,25,BOS,Stnd,UFA,"$1,000,000",44,48,1,6,7,18:13,"$20,833","$1,000,000","$166,666","$142,857","$1,247"
309,"Bailey, Josh","RW, LW",31,NYI,Stnd,UFA,"$5,000,000",54,77,8,27,35,17:29,"$64,935","$625,000","$185,185","$142,857","$5,296"
310,"Kane, Evander","LW, RW",29,SJS,Stnd,UFA,"$7,000,000",56,194,22,27,49,20:11,"$36,082","$318,181","$259,259","$142,857","$6,193"
311,"Clifford, Kyle",LW,29,STL,Stnd,UFA,"$1,000,000",50,65,4,3,7,9:55,"$15,384","$250,000","$333,333","$142,857","$2,016"
312,"Rielly, Morgan",LD,26,TOR,Stnd,UFA,"$5,000,000",55,101,5,30,35,23:36,"$49,504","$999,999","$166,666","$142,857","$3,852"
313,"Connor, Kyle",LW,24,WPG,Stnd,UFA,"$7,142,857",56,166,26,24,50,18:44,"$43,029","$274,725","$297,619","$142,857","$6,808"
314,"Bergeron, Patrice",C,35,BOS,Stnd,UFA,"$6,875,000",54,182,23,25,48,18:13,"$37,774","$298,913","$275,000","$143,229","$6,988"
315,"Gourde, Yanni","C, LW, RW",29,TBL,Stnd,UFA,"$5,166,666",56,118,17,19,36,17:04,"$43,785","$303,921","$271,929","$143,518","$5,405"
316,"Dvorak, Christian","C, LW",24,ARI,Stnd,UFA,"$4,450,000",56,95,17,14,31,18:24,"$46,842","$261,764","$317,857","$143,548","$4,318"
317,"Beaudin, Nicolas",LD,21,CHI,ELC,RFA,"$863,333",19,7,2,4,6,13:46,"$123,333","$431,666","$215,833","$143,888","$3,300"
318,"Tuch, Alex","RW, LW",24,VGK,Stnd,UFA,"$4,750,000",55,142,18,15,33,16:49,"$33,450","$263,888","$316,666","$143,939","$5,135"
319,"O'Connor, Logan",RW,24,COL,Stnd,RFA,"$725,000",22,37,3,2,5,10:56,"$19,594","$241,666","$362,500","$145,000","$3,014"
320,"Brooks, Adam",C,24,TOR,Stnd,RFA,"$725,000",11,10,4,1,5,10:40,"$72,500","$181,250","$725,000","$145,000","$6,178"
321,"Lammikko, Juho","C, LW, RW",24,FLA,Stnd,RFA,"$725,000",44,43,4,1,5,10:49,"$16,860","$181,250","$725,000","$145,000","$1,523"
322,"Bjork, Anders","LW, RW",24,BUF,Stnd,RFA,"$1,600,000",45,41,5,6,11,13:53,"$39,024","$320,000","$266,666","$145,454","$2,561"
323,"Raffl, Michael","LW, RW",32,WSH,Stnd,UFA,"$1,600,000",44,50,4,7,11,13:15,"$32,000","$399,999","$228,571","$145,454","$2,744"
324,"Dermott, Travis",LD,24,TOR,Stnd,RFA,"$874,125",51,36,2,4,6,13:13,"$24,281","$437,062","$218,531","$145,687","$1,296"
325,"Olivier, Mathieu",RW,23,NSH,ELC,RFA,"$730,000",30,25,3,2,5,10:55,"$29,200","$243,333","$365,000","$146,000","$2,229"
326,"Mete, Victor",LD/RD,22,OTT,Stnd,RFA,"$735,000",28,20,1,4,5,15:48,"$36,750","$735,000","$183,750","$147,000","$1,661"
327,"Walker, Sean",RD,26,LAK,Stnd,UFA,"$2,650,000",47,92,5,13,18,18:10,"$28,804","$530,000","$203,846","$147,222","$3,103"
328,"Schultz, Justin",RD,30,WSH,Stnd,UFA,"$4,000,000",46,67,3,24,27,19:00,"$59,701","$1,333,333","$166,666","$148,148","$4,576"
329,"Aho, Sebastian","C, LW",23,CAR,Stnd,UFA,"$8,460,250",56,148,24,33,57,19:28,"$57,163","$352,510","$256,371","$148,425","$7,760"
330,"Horvat, Bo",C,25,VAN,Stnd,UFA,"$5,500,000",54,126,18,19,37,19:50,"$43,650","$305,555","$289,473","$148,648","$5,135"
331,"Romanov, Alexander",LD/RD,20,MTL,ELC,RFA,"$894,167",54,71,1,5,6,17:15,"$12,593","$894,167","$178,833","$149,027",$959
332,"Björnfot, Tobias",LD,19,LAK,ELC,RFA,"$894,167",33,30,1,5,6,16:50,"$29,805","$894,167","$178,833","$149,027","$1,609"
333,"Andersson, Lias","C, LW",22,LAK,ELC,RFA,"$894,166",23,23,3,3,6,12:03,"$38,876","$298,055","$298,055","$149,027","$3,226"
334,"Watson, Austin","RW, LW",28,OTT,Stnd,UFA,"$1,500,000",34,41,3,7,10,12:00,"$36,585","$500,000","$214,285","$150,000","$3,676"
335,"Dowling, Justin",C,30,DAL,Stnd,UFA,"$750,000",27,27,1,4,5,11:04,"$27,777","$750,000","$187,500","$150,000","$2,510"
336,"Thompson, Nate",C,36,WPG,35+,UFA,"$750,000",44,20,2,3,5,9:41,"$37,500","$375,000","$250,000","$150,000","$1,760"
337,"Hayden, John","C, RW",25,ARI,Stnd,RFA,"$750,000",29,21,2,3,5,9:48,"$35,714","$375,000","$249,999","$150,000","$2,638"
338,"Gaudreau, Johnny",LW,27,CGY,Stnd,UFA,"$6,750,000",54,105,19,26,45,18:25,"$64,285","$355,263","$259,615","$150,000","$6,787"
339,"Karlsson, William",C,27,VGK,Stnd,UFA,"$5,900,000",56,111,14,25,39,18:40,"$53,153","$421,428","$236,000","$151,282","$5,644"
340,"Acciari, Noel","RW, C",29,FLA,Stnd,UFA,"$1,666,667",41,68,4,7,11,15:23,"$24,509","$416,666","$238,095","$151,515","$2,642"
341,"Eller, Lars",C,31,WSH,Stnd,UFA,"$3,500,000",44,69,8,15,23,16:20,"$50,724","$437,500","$233,333","$152,173","$4,870"
342,"Kerfoot, Alexander","C, LW",26,TOR,Stnd,UFA,"$3,500,000",56,68,8,15,23,14:26,"$51,470","$437,500","$233,333","$152,173","$4,330"
343,"Oleksiak, Jamie",LD,28,DAL,Stnd,UFA,"$2,137,500",56,84,6,8,14,20:28,"$25,446","$356,250","$267,187","$152,678","$1,864"
344,"Martinook, Jordan","C, LW, RW",28,CAR,Stnd,UFA,"$2,000,000",44,62,4,9,13,12:45,"$32,258","$500,000","$222,222","$153,846","$3,565"
345,"Grimaldi, Rocco","LW, RW",27,NSH,Stnd,UFA,"$2,000,000",40,62,10,3,13,12:49,"$32,258","$200,000","$666,666","$153,846","$3,901"
346,"Ruotsalainen, Arttu","C, LW",23,BUF,ELC,RFA,"$925,000",17,28,5,1,6,13:58,"$33,035","$185,000","$925,000","$154,166","$3,895"
347,"Lehtonen, Mikko",LD,26,CBJ,ELC,UFA,"$925,000",26,33,0,6,6,15:53,"$28,030",∞,"$154,166","$154,166","$2,239"
348,"Niederreiter, Nino","LW, RW",28,CAR,Stnd,UFA,"$5,250,000",56,126,20,14,34,15:43,"$41,666","$262,500","$375,000","$154,411","$5,965"
349,"Stecher, Troy",RD,26,DET,Stnd,UFA,"$1,700,000",44,55,3,8,11,17:18,"$30,909","$566,666","$212,500","$154,545","$2,233"
